object_name,path,root_id,authority,status,file_count,path_length,notes
Legal,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Legal,library_onedrive,institutional_memory,authority_or_active,4,87,
Risk_Review,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Legal/Risk_Review,library_onedrive,institutional_memory,authority_or_active,0,99,
Modules,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/99_SYS/OS/Modules,library_onedrive,institutional_memory,authority_or_active,0,89,
09_BKIDX,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/09_BKIDX,library_onedrive,institutional_memory,authority_or_active,0,80,
01_ACTIVE,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/01_ACTIVE,library_onedrive,institutional_memory,authority_or_active,0,81,
05_LIB,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/05_LIB,library_onedrive,institutional_memory,authority_or_active,0,78,
00_INBOX,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/00_INBOX,library_onedrive,institutional_memory,authority_or_active,0,80,
06_KEJ,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/06_KEJ,library_onedrive,institutional_memory,authority_or_active,0,78,
04_LAB,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB,library_onedrive,institutional_memory,authority_or_active,8,78,
Domains,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Domains,library_onedrive,institutional_memory,authority_or_active,0,86,
Echo,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Echo,library_onedrive,institutional_memory,authority_or_active,0,83,
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Core,library_onedrive,institutional_memory,authority_or_active,0,83,
Experiments,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Experiments,library_onedrive,institutional_memory,authority_or_active,1,90,
BigBrother,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/BigBrother,library_onedrive,institutional_memory,authority_or_active,0,89,
DrMarchand’s ♾️ OS™,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™,library_onedrive,institutional_memory,authority_or_active,9,98,
📂 ROOT.🌱,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/📂 ROOT.🌱,library_onedrive,institutional_memory,authority_or_active,0,107,
📂 ROOT,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/📂 ROOT.🌱/📂 ROOT,library_onedrive,institutional_memory,authority_or_active,0,114,
🌱,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/📂 ROOT.🌱/🌱,library_onedrive,institutional_memory,authority_or_active,0,109,
 Backup,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/ Backup,library_onedrive,institutional_memory,authority_or_active,1,107,
OneDrive,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/ Backup/OneDrive,library_onedrive,institutional_memory,authority_or_active,1,116,
Recordings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Recordings,library_onedrive,institutional_memory,authority_or_active,0,109,
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Core,library_onedrive,institutional_memory,authority_or_active,0,103,
Config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Config,library_onedrive,institutional_memory,authority_or_active,0,105,
Nodes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Nodes,library_onedrive,institutional_memory,authority_or_active,0,104,
System,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/System,library_onedrive,institutional_memory,authority_or_active,0,105,
Manifest,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/System/Manifest,library_onedrive,institutional_memory,authority_or_active,0,114,
Logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Logs,library_onedrive,institutional_memory,authority_or_active,0,103,
Scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Scripts,library_onedrive,institutional_memory,authority_or_active,0,106,
Meetings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Meetings,library_onedrive,institutional_memory,authority_or_active,0,107,
drmarchands-com-microsoft-pack,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/drmarchands-com-microsoft-pack,library_onedrive,institutional_memory,authority_or_active,0,129,
Attachments,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Attachments,library_onedrive,institutional_memory,authority_or_active,0,110,
Modules,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/Modules,library_onedrive,institutional_memory,authority_or_active,0,106,
DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4,library_onedrive,institutional_memory,authority_or_active,0,154,
dml-workbench-atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/dml-workbench-atlas,library_onedrive,institutional_memory,authority_or_active,0,174,
integration,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/integration,library_onedrive,institutional_memory,authority_or_active,0,166,
infinity-os,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4/infinity-os,library_onedrive,institutional_memory,authority_or_active,0,166,
DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,library_onedrive,institutional_memory,authority_or_active,0,161,
Imports,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Imports,library_onedrive,institutional_memory,authority_or_active,2,86,
Logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Logs,library_onedrive,institutional_memory,authority_or_active,0,83,
Watchdog,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Watchdog,library_onedrive,institutional_memory,authority_or_active,0,87,
Ops,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops,library_onedrive,institutional_memory,authority_or_active,7,82,
DrMarchand’s ♾️ OS™,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™,library_onedrive,institutional_memory,authority_or_active,9,102,
📂 ROOT.🌱,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/📂 ROOT.🌱,library_onedrive,institutional_memory,authority_or_active,0,111,
 Backup,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/ Backup,library_onedrive,institutional_memory,authority_or_active,1,111,
Recordings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Recordings,library_onedrive,institutional_memory,authority_or_active,0,113,
Core,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Core,library_onedrive,institutional_memory,authority_or_active,0,107,
Config,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Config,library_onedrive,institutional_memory,authority_or_active,0,109,
Nodes,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Nodes,library_onedrive,institutional_memory,authority_or_active,0,108,
System,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/System,library_onedrive,institutional_memory,authority_or_active,0,109,
Logs,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Logs,library_onedrive,institutional_memory,authority_or_active,0,107,
Scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Scripts,library_onedrive,institutional_memory,authority_or_active,0,110,
Meetings,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Meetings,library_onedrive,institutional_memory,authority_or_active,0,111,
drmarchands-com-microsoft-pack,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/drmarchands-com-microsoft-pack,library_onedrive,institutional_memory,authority_or_active,0,133,
Attachments,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Attachments,library_onedrive,institutional_memory,authority_or_active,0,114,
Modules,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/Modules,library_onedrive,institutional_memory,authority_or_active,0,110,
DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_DML_Workbench_Atlas_v4_8_7_v0_4,library_onedrive,institutional_memory,authority_or_active,0,158,
DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/DrMarchand’s ♾️ OS™/DrMarchands_Infinity_OS_v4_8_8_DML_Workbench_Atlas_v0_4_MERGED,library_onedrive,institutional_memory,authority_or_active,0,165,
© DrMarchand’s ⚛︎ Lab™,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/© DrMarchand’s ⚛︎ Lab™,library_onedrive,institutional_memory,authority_or_active,1,105,
© DrMarchand’s Lab,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/© DrMarchand’s ⚛︎ Lab™/© DrMarchand’s Lab,library_onedrive,institutional_memory,authority_or_active,0,124,
👥 Users,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Ops/© DrMarchand’s ⚛︎ Lab™/👥 Users,library_onedrive,institutional_memory,authority_or_active,0,113,
© DrMarchand’s ⚛︎ Lab™,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/© DrMarchand’s ⚛︎ Lab™,library_onedrive,institutional_memory,authority_or_active,0,101,
Atlas,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Atlas,library_onedrive,institutional_memory,authority_or_active,0,84,
Lionheart,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/04_LAB/Lionheart,library_onedrive,institutional_memory,authority_or_active,0,88,
08_ARCH,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/08_ARCH,library_onedrive,institutional_memory,authority_or_active,0,79,
migrated_pending_delete,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/08_ARCH/migrated_pending_delete,library_onedrive,institutional_memory,authority_or_active,0,103,
old_onedrive_roots,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/08_ARCH/old_onedrive_roots,library_onedrive,institutional_memory,authority_or_active,0,98,
03_LLC,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/03_LLC,library_onedrive,institutional_memory,authority_or_active,1,78,
07_CODE,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE,library_onedrive,institutional_memory,authority_or_active,0,79,
repos,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE/repos,library_onedrive,institutional_memory,authority_or_active,0,85,
scripts,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE/scripts,library_onedrive,institutional_memory,authority_or_active,0,87,
manifests,/Users/drmarchandslab.com/Library/CloudStorage/OneDrive-drmarchands com/07_CODE/manifests,library_onedrive,institutional_memory,authority_or_active,0,89,
GoogleDrive-Kyle@drmarchandslaboratory.com,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com,laboratory_google,research_and_development,authority_or_active,0,89,
Other computers,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Other computers,laboratory_google,research_and_development,graveyard_candidate,0,105,quarantine pattern detected
Shared drives,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives,laboratory_google,research_and_development,authority_or_active,0,103,
🎬 KEJ Studio™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🎬 KEJ Studio™,laboratory_google,research_and_development,authority_or_active,1,117,
🏝️ Design Orchard℠,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🏝️ Design Orchard℠,laboratory_google,research_and_development,authority_or_active,1,122,
📚 DrMarchand’s ⚛︎ Library™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/📚 DrMarchand’s ⚛︎ Library™,laboratory_google,research_and_development,authority_or_active,1,130,
🔬 DrMarchand’s Lab⚛︎ratory™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🔬 DrMarchand’s Lab⚛︎ratory™,laboratory_google,research_and_development,authority_or_active,0,131,
🎨 Creative Canvas,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/Shared drives/🎨 Creative Canvas,laboratory_google,research_and_development,authority_or_active,0,121,
.shortcut-targets-by-id,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.shortcut-targets-by-id,laboratory_google,research_and_development,graveyard_candidate,0,113,quarantine pattern detected
.Trash,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.Trash,laboratory_google,research_and_development,graveyard_candidate,0,96,quarantine pattern detected
.mirror-symlink,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.mirror-symlink,laboratory_google,research_and_development,authority_or_active,54,105,
.tmp,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/.tmp,laboratory_google,research_and_development,graveyard_candidate,0,94,quarantine pattern detected
My Drive,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive,laboratory_google,research_and_development,authority_or_active,12,98,
🛰️ DrMarchand’s ⚛︎ Lab™,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™,laboratory_google,research_and_development,authority_or_active,1,122,
🏝️ Design Orchard℠.🌌,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™/🏝️ Design Orchard℠.🌌,laboratory_google,research_and_development,authority_or_active,1,143,
🏝️ Design Orchard℠,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™/🏝️ Design Orchard℠.🌌/🏝️ Design Orchard℠,laboratory_google,research_and_development,authority_or_active,1,162,
🌌,/Users/drmarchandslab.com/Library/CloudStorage/GoogleDrive-Kyle@drmarchandslaboratory.com/My Drive/🛰️ DrMarchand’s ⚛︎ Lab™/🏝️ Design Orchard℠.🌌/🌌,laboratory_google,research_and_development,authority_or_active,1,145,
com~apple~CloudDocs,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs,lab_icloud,active_apple_workbench,authority_or_active,3,70,
Adobe Scan,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/Adobe Scan,lab_icloud,active_apple_workbench,authority_or_active,1,81,
🏝️ Design Orchard℠.🪐.|🇺🇸,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸,lab_icloud,active_apple_workbench,authority_or_active,5,95,
🏝️ Design Orchard℠.🪐,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐,lab_icloud,active_apple_workbench,authority_or_active,11,116,
🏝️ Design Orchard℠.⚛︎,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🏝️ Design Orchard℠.⚛︎,lab_icloud,active_apple_workbench,authority_or_active,4,138,
Design Orchard℠,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🏝️ Design Orchard℠.⚛︎/Design Orchard℠,lab_icloud,active_apple_workbench,authority_or_active,2,154,
Design Orchard℠.©,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/Design Orchard℠.©,lab_icloud,active_apple_workbench,authority_or_active,2,134,
Adobe,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/Design Orchard℠.©/Adobe,lab_icloud,active_apple_workbench,authority_or_active,1,140,
🌴 Design Orchard™.🌎.|🇺🇲,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🌴 Design Orchard™.🌎.|🇺🇲,lab_icloud,active_apple_workbench,authority_or_active,3,140,
🛰️ DrMarchand’s ⚛︎ Lab™.🌐,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/🏝️ Design Orchard℠.🪐.|🇺🇸/🏝️ Design Orchard℠.🪐/🌴 Design Orchard™.🌎.|🇺🇲/🛰️ DrMarchand’s ⚛︎ Lab™.🌐,lab_icloud,active_apple_workbench,authority_or_active,3,166,
Downloads,/Users/drmarchandslab.com/Library/Mobile Documents/com~apple~CloudDocs/Downloads,lab_icloud,active_apple_workbench,authority_or_active,1,80,
Dropbox-Kejstudio,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio,creative_canvas_dropbox,creative_production,authority_or_active,1,64,
KEJ Studio™,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™,creative_canvas_dropbox,creative_production,authority_or_active,3,76,
© KEJ Studio,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/© KEJ Studio,creative_canvas_dropbox,creative_production,authority_or_active,0,89,
Adobe,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/© KEJ Studio/Adobe,creative_canvas_dropbox,creative_production,authority_or_active,1,95,
Adobe Media Encoder,/Users/drmarchandslab.com/Library/CloudStorage/Dropbox-Kejstudio/KEJ Studio™/© KEJ Studio/Adobe/Adobe Media Encoder,creative_canvas_dropbox,creative_production,authority_or_active,1,115,
